"participant","file","session","stimuli","occurrence","start","end","duration"
"Participant5","Participant5_Session3_Corrected .vtt","Session3","make_a_splash",1,NA,2023-07-09 00:46:43.666,NA
"Participant5","Participant5_Session3_Corrected .vtt","Session3",NA,1,NA,NA,NA
"Participant5","Participant5_Session3_Corrected .vtt","Session3","wanderer",1,NA,2023-07-09 01:30:40.068,NA
"Participant6","Participant6_Session2_Corrected.vtt","Session2","arrival_1",1,2023-07-09 00:55:31.92,NA,NA
"Participant6","Participant6_Session2_Corrected.vtt","Session2","dinasours_spacemen_and_ghouls",1,NA,2023-07-09 01:11:45.77,NA
"Participant8","Participant8_Session2_Corrected.vtt","Session2",NA,1,NA,NA,NA
"Participant8","Participant8_Session2_Corrected.vtt","Session2","journey",1,NA,2023-07-09 00:58:45.72,NA
"Participant9","Participant9_Session1_Corrected.vtt","Session1","birthday_party_fum",1,2023-07-09 00:30:39.36,NA,NA
"Participant9","Participant9_Session1_Corrected.vtt","Session1","birthday_party_fun",1,NA,2023-07-09 00:30:42.09,NA
"Participant9","Participant9_Session1_Corrected.vtt","Session1","picture_this",1,2023-07-09 00:34:40.14,NA,NA
"Participant9","Participant9_Session1_Corrected.vtt","Session1","picture_pictures",1,NA,2023-07-09 00:34:43.12,NA
